Buying Price,Maintenance Cost,Number of Doors,Number of Persons,Lug_Boot,Safety,Classification
vhigh,vhigh,5,4,med,low,unacceptable
vhigh,vhigh,5,4,med,med,unacceptable
vhigh,vhigh,5,4,med,high,unacceptable
vhigh,vhigh,5,4,big,low,unacceptable
vhigh,vhigh,5,4,big,med,unacceptable
vhigh,vhigh,5,4,big,high,unacceptable
vhigh,vhigh,5,5,small,low,unacceptable
vhigh,vhigh,5,5,small,med,unacceptable
vhigh,vhigh,5,5,small,high,unacceptable
vhigh,vhigh,5,5,med,low,unacceptable
vhigh,vhigh,5,5,med,med,unacceptable
vhigh,vhigh,5,5,med,high,unacceptable
vhigh,vhigh,5,5,big,low,unacceptable
vhigh,vhigh,5,5,big,med,unacceptable
vhigh,vhigh,5,5,big,high,unacceptable
vhigh,high,2,2,small,low,unacceptable
vhigh,high,2,2,small,med,unacceptable
vhigh,high,2,2,small,high,unacceptable
vhigh,high,2,2,med,low,unacceptable
vhigh,high,2,2,med,med,unacceptable
vhigh,high,2,2,med,high,unacceptable
vhigh,high,2,2,big,low,unacceptable
vhigh,high,2,2,big,med,unacceptable
vhigh,high,2,2,big,high,unacceptable
vhigh,high,2,4,small,low,unacceptable
vhigh,high,2,4,small,med,unacceptable
vhigh,high,2,4,small,high,unacceptable
vhigh,high,2,4,med,low,unacceptable
vhigh,high,2,4,med,med,unacceptable
vhigh,high,2,4,med,high,unacceptable
vhigh,high,2,4,big,low,unacceptable
vhigh,high,2,4,big,med,unacceptable
vhigh,high,2,4,big,high,unacceptable
vhigh,high,2,5,small,low,unacceptable
vhigh,high,2,5,small,med,unacceptable
vhigh,high,2,5,small,high,unacceptable
vhigh,high,2,5,med,low,unacceptable
vhigh,high,2,5,med,med,unacceptable
vhigh,high,2,5,med,high,unacceptable
vhigh,high,2,5,big,low,unacceptable
vhigh,high,2,5,big,med,unacceptable
vhigh,high,2,5,big,high,unacceptable
vhigh,high,3,2,small,low,unacceptable
vhigh,high,3,2,small,med,unacceptable
vhigh,high,3,2,small,high,unacceptable
vhigh,high,3,2,med,low,unacceptable
vhigh,high,3,2,med,med,unacceptable
vhigh,high,3,2,med,high,unacceptable
vhigh,high,3,2,big,low,unacceptable
vhigh,high,3,2,big,med,unacceptable
vhigh,high,3,2,big,high,unacceptable
vhigh,high,3,4,small,low,unacceptable
vhigh,high,3,4,small,med,unacceptable
vhigh,high,3,4,small,high,unacceptable
vhigh,high,3,4,med,low,unacceptable
vhigh,high,3,4,med,med,unacceptable
vhigh,high,3,4,med,high,unacceptable
vhigh,high,3,4,big,low,unacceptable
vhigh,high,3,4,big,med,unacceptable
vhigh,high,3,4,big,high,unacceptable
vhigh,high,3,5,small,low,unacceptable
vhigh,high,3,5,small,med,unacceptable
vhigh,high,3,5,small,high,unacceptable
vhigh,high,3,5,med,low,unacceptable
vhigh,high,3,5,med,med,unacceptable
vhigh,high,3,5,med,high,unacceptable
vhigh,high,3,5,big,low,unacceptable
vhigh,high,3,5,big,med,unacceptable
vhigh,high,3,5,big,high,unacceptable
vhigh,high,4,2,small,low,unacceptable
vhigh,high,4,2,small,med,unacceptable
vhigh,high,4,2,small,high,unacceptable
vhigh,high,4,2,med,low,unacceptable
vhigh,high,4,2,med,med,unacceptable
vhigh,high,4,2,med,high,unacceptable
vhigh,high,4,2,big,low,unacceptable
vhigh,high,4,2,big,med,unacceptable
vhigh,high,4,2,big,high,unacceptable
vhigh,high,4,4,small,low,unacceptable
vhigh,high,4,4,small,med,unacceptable
vhigh,high,4,4,small,high,unacceptable
vhigh,high,4,4,med,low,unacceptable
vhigh,high,4,4,med,med,unacceptable
vhigh,high,4,4,med,high,unacceptable
vhigh,high,4,4,big,low,unacceptable
vhigh,high,4,4,big,med,unacceptable
vhigh,high,4,4,big,high,unacceptable
vhigh,high,4,5,small,low,unacceptable
vhigh,high,4,5,small,med,unacceptable
vhigh,high,4,5,small,high,unacceptable
vhigh,high,4,5,med,low,unacceptable
vhigh,high,4,5,med,med,unacceptable
vhigh,high,4,5,med,high,unacceptable
vhigh,high,4,5,big,low,unacceptable
vhigh,high,4,5,big,med,unacceptable
vhigh,high,4,5,big,high,unacceptable
vhigh,high,5,2,small,low,unacceptable
vhigh,high,5,2,small,med,unacceptable
vhigh,high,5,2,small,high,unacceptable
vhigh,high,5,2,med,low,unacceptable
vhigh,high,5,2,med,med,unacceptable
vhigh,high,5,2,med,high,unacceptable
vhigh,high,5,2,big,low,unacceptable
vhigh,high,5,2,big,med,unacceptable
vhigh,high,5,2,big,high,unacceptable
vhigh,high,5,4,small,low,unacceptable
vhigh,high,5,4,small,med,unacceptable
vhigh,high,5,4,small,high,unacceptable
vhigh,high,5,4,med,low,unacceptable
vhigh,high,5,4,med,med,unacceptable
vhigh,high,5,4,med,high,unacceptable
vhigh,high,5,4,big,low,unacceptable
vhigh,high,5,4,big,med,unacceptable
vhigh,high,5,4,big,high,unacceptable
vhigh,high,5,5,small,low,unacceptable
vhigh,high,5,5,small,med,unacceptable
vhigh,high,5,5,small,high,unacceptable
vhigh,high,5,5,med,low,unacceptable
vhigh,high,5,5,med,med,unacceptable
vhigh,high,5,5,med,high,unacceptable
vhigh,high,5,5,big,low,unacceptable
vhigh,high,5,5,big,med,unacceptable
vhigh,high,5,5,big,high,unacceptable
vhigh,med,2,2,small,low,unacceptable
vhigh,med,2,2,small,med,unacceptable
vhigh,med,2,2,small,high,unacceptable
vhigh,med,2,2,med,low,unacceptable
vhigh,med,2,2,med,med,unacceptable
vhigh,med,2,2,med,high,unacceptable
vhigh,med,2,2,big,low,unacceptable
vhigh,med,2,2,big,med,unacceptable
vhigh,med,2,2,big,high,unacceptable
vhigh,med,2,4,small,low,unacceptable
vhigh,med,2,4,small,med,unacceptable
vhigh,med,2,4,small,high,acceptable
vhigh,med,2,4,med,low,unacceptable
vhigh,med,2,4,med,med,unacceptable
vhigh,med,2,4,med,high,acceptable
vhigh,med,2,4,big,low,unacceptable
vhigh,med,2,4,big,med,acceptable
vhigh,med,2,4,big,high,acceptable
vhigh,med,2,5,small,low,unacceptable
vhigh,med,2,5,small,med,unacceptable
vhigh,med,2,5,small,high,unacceptable
vhigh,med,2,5,med,low,unacceptable
vhigh,med,2,5,med,med,unacceptable
vhigh,med,2,5,med,high,acceptable
vhigh,med,2,5,big,low,unacceptable
vhigh,med,2,5,big,med,acceptable
vhigh,med,2,5,big,high,acceptable
vhigh,med,3,2,small,low,unacceptable
vhigh,med,3,2,small,med,unacceptable
vhigh,med,3,2,small,high,unacceptable
vhigh,med,3,2,med,low,unacceptable
vhigh,med,3,2,med,med,unacceptable
vhigh,med,3,2,med,high,unacceptable
vhigh,med,3,2,big,low,unacceptable
vhigh,med,3,2,big,med,unacceptable
vhigh,med,3,2,big,high,unacceptable
vhigh,med,3,4,small,low,unacceptable
vhigh,med,3,4,small,med,unacceptable
vhigh,med,3,4,small,high,acceptable
vhigh,med,3,4,med,low,unacceptable
vhigh,med,3,4,med,med,unacceptable
vhigh,med,3,4,med,high,acceptable
vhigh,med,3,4,big,low,unacceptable
vhigh,med,3,4,big,med,acceptable
vhigh,med,3,4,big,high,acceptable
vhigh,med,3,5,small,low,unacceptable
vhigh,med,3,5,small,med,unacceptable
vhigh,med,3,5,small,high,acceptable
vhigh,med,3,5,med,low,unacceptable
vhigh,med,3,5,med,med,acceptable
vhigh,med,3,5,med,high,acceptable
vhigh,med,3,5,big,low,unacceptable
vhigh,med,3,5,big,med,acceptable
vhigh,med,3,5,big,high,acceptable
vhigh,med,4,2,small,low,unacceptable
vhigh,med,4,2,small,med,unacceptable
vhigh,med,4,2,small,high,unacceptable
vhigh,med,4,2,med,low,unacceptable
vhigh,med,4,2,med,med,unacceptable
vhigh,med,4,2,med,high,unacceptable
vhigh,med,4,2,big,low,unacceptable
vhigh,med,4,2,big,med,unacceptable
vhigh,med,4,2,big,high,unacceptable
vhigh,med,4,4,small,low,unacceptable
vhigh,med,4,4,small,med,unacceptable
vhigh,med,4,4,small,high,acceptable
vhigh,med,4,4,med,low,unacceptable
vhigh,med,4,4,med,med,acceptable
vhigh,med,4,4,med,high,acceptable
vhigh,med,4,4,big,low,unacceptable
vhigh,med,4,4,big,med,acceptable
vhigh,med,4,4,big,high,acceptable
vhigh,med,4,5,small,low,unacceptable
vhigh,med,4,5,small,med,unacceptable
vhigh,med,4,5,small,high,acceptable
vhigh,med,4,5,med,low,unacceptable
vhigh,med,4,5,med,med,acceptable
vhigh,med,4,5,med,high,acceptable
vhigh,med,4,5,big,low,unacceptable
vhigh,med,4,5,big,med,acceptable
vhigh,med,4,5,big,high,acceptable
vhigh,med,5,2,small,low,unacceptable
vhigh,med,5,2,small,med,unacceptable
vhigh,med,5,2,small,high,unacceptable
vhigh,med,5,2,med,low,unacceptable
vhigh,med,5,2,med,med,unacceptable
vhigh,med,5,2,med,high,unacceptable
vhigh,med,5,2,big,low,unacceptable
vhigh,med,5,2,big,med,unacceptable
vhigh,med,5,2,big,high,unacceptable
vhigh,med,5,4,small,low,unacceptable
vhigh,med,5,4,small,med,unacceptable
vhigh,med,5,4,small,high,acceptable
vhigh,med,5,4,med,low,unacceptable
vhigh,med,5,4,med,med,acceptable
vhigh,med,5,4,med,high,acceptable
vhigh,med,5,4,big,low,unacceptable
vhigh,med,5,4,big,med,acceptable
vhigh,med,5,4,big,high,acceptable
vhigh,med,5,5,small,low,unacceptable
vhigh,med,5,5,small,med,unacceptable
vhigh,med,5,5,small,high,acceptable
vhigh,med,5,5,med,low,unacceptable
vhigh,med,5,5,med,med,acceptable
vhigh,med,5,5,med,high,acceptable
vhigh,med,5,5,big,low,unacceptable
vhigh,med,5,5,big,med,acceptable
vhigh,med,5,5,big,high,acceptable
vhigh,low,2,2,small,low,unacceptable
vhigh,low,2,2,small,med,unacceptable
vhigh,low,2,2,small,high,unacceptable
vhigh,low,2,2,med,low,unacceptable
vhigh,low,2,2,med,med,unacceptable
vhigh,low,2,2,med,high,unacceptable
vhigh,low,2,2,big,low,unacceptable
vhigh,low,2,2,big,med,unacceptable
vhigh,low,2,2,big,high,unacceptable
vhigh,low,2,4,small,low,unacceptable
vhigh,low,2,4,small,med,unacceptable
vhigh,low,2,4,small,high,acceptable
vhigh,low,2,4,med,low,unacceptable
vhigh,low,2,4,med,med,unacceptable
vhigh,low,2,4,med,high,acceptable
vhigh,low,2,4,big,low,unacceptable
vhigh,low,2,4,big,med,acceptable
vhigh,low,2,4,big,high,acceptable
vhigh,low,2,5,small,low,unacceptable
vhigh,low,2,5,small,med,unacceptable
vhigh,low,2,5,small,high,unacceptable
vhigh,low,2,5,med,low,unacceptable
vhigh,low,2,5,med,med,unacceptable
vhigh,low,2,5,med,high,acceptable
vhigh,low,2,5,big,low,unacceptable
vhigh,low,2,5,big,med,acceptable
vhigh,low,2,5,big,high,acceptable
vhigh,low,3,2,small,low,unacceptable
vhigh,low,3,2,small,med,unacceptable
vhigh,low,3,2,small,high,unacceptable
vhigh,low,3,2,med,low,unacceptable
vhigh,low,3,2,med,med,unacceptable
vhigh,low,3,2,med,high,unacceptable
vhigh,low,3,2,big,low,unacceptable
vhigh,low,3,2,big,med,unacceptable
vhigh,low,3,2,big,high,unacceptable
vhigh,low,3,4,small,low,unacceptable
vhigh,low,3,4,small,med,unacceptable
vhigh,low,3,4,small,high,acceptable
vhigh,low,3,4,med,low,unacceptable
vhigh,low,3,4,med,med,unacceptable
vhigh,low,3,4,med,high,acceptable
vhigh,low,3,4,big,low,unacceptable
vhigh,low,3,4,big,med,acceptable
vhigh,low,3,4,big,high,acceptable
vhigh,low,3,5,small,low,unacceptable
vhigh,low,3,5,small,med,unacceptable
vhigh,low,3,5,small,high,acceptable
vhigh,low,3,5,med,low,unacceptable
vhigh,low,3,5,med,med,acceptable
vhigh,low,3,5,med,high,acceptable
vhigh,low,3,5,big,low,unacceptable
vhigh,low,3,5,big,med,acceptable
vhigh,low,3,5,big,high,acceptable
vhigh,low,4,2,small,low,unacceptable
vhigh,low,4,2,small,med,unacceptable
vhigh,low,4,2,small,high,unacceptable
vhigh,low,4,2,med,low,unacceptable
vhigh,low,4,2,med,med,unacceptable
vhigh,low,4,2,med,high,unacceptable
vhigh,low,4,2,big,low,unacceptable
vhigh,low,4,2,big,med,unacceptable
vhigh,low,4,2,big,high,unacceptable
vhigh,low,4,4,small,low,unacceptable
vhigh,low,4,4,small,med,unacceptable
vhigh,low,4,4,small,high,acceptable
vhigh,low,4,4,med,low,unacceptable
vhigh,low,4,4,med,med,acceptable
vhigh,low,4,4,med,high,acceptable
vhigh,low,4,4,big,low,unacceptable
vhigh,low,4,4,big,med,acceptable
vhigh,low,4,4,big,high,acceptable
vhigh,low,4,5,small,low,unacceptable
vhigh,low,4,5,small,med,unacceptable
vhigh,low,4,5,small,high,acceptable
vhigh,low,4,5,med,low,unacceptable
vhigh,low,4,5,med,med,acceptable
vhigh,low,4,5,med,high,acceptable
vhigh,low,4,5,big,low,unacceptable
vhigh,low,4,5,big,med,acceptable
vhigh,low,4,5,big,high,acceptable
vhigh,low,5,2,small,low,unacceptable
vhigh,low,5,2,small,med,unacceptable
vhigh,low,5,2,small,high,unacceptable
vhigh,low,5,2,med,low,unacceptable
vhigh,low,5,2,med,med,unacceptable
vhigh,low,5,2,med,high,unacceptable
vhigh,low,5,2,big,low,unacceptable
vhigh,low,5,2,big,med,unacceptable
vhigh,low,5,2,big,high,unacceptable
vhigh,low,5,4,small,low,unacceptable
vhigh,low,5,4,small,med,unacceptable
vhigh,low,5,4,small,high,acceptable
vhigh,low,5,4,med,low,unacceptable
vhigh,low,5,4,med,med,acceptable
vhigh,low,5,4,med,high,acceptable
vhigh,low,5,4,big,low,unacceptable
vhigh,low,5,4,big,med,acceptable
vhigh,low,5,4,big,high,acceptable
vhigh,low,5,5,small,low,unacceptable
vhigh,low,5,5,small,med,unacceptable
vhigh,low,5,5,small,high,acceptable
vhigh,low,5,5,med,low,unacceptable
vhigh,low,5,5,med,med,acceptable
vhigh,low,5,5,med,high,acceptable
vhigh,low,5,5,big,low,unacceptable
vhigh,low,5,5,big,med,acceptable
vhigh,low,5,5,big,high,acceptable
high,vhigh,2,2,small,low,unacceptable
high,vhigh,2,2,small,med,unacceptable
high,vhigh,2,2,small,high,unacceptable
high,vhigh,2,2,med,low,unacceptable
high,vhigh,2,2,med,med,unacceptable
high,vhigh,2,2,med,high,unacceptable
high,vhigh,2,2,big,low,unacceptable
high,vhigh,2,2,big,med,unacceptable
high,vhigh,2,2,big,high,unacceptable
high,vhigh,2,4,small,low,unacceptable
high,vhigh,2,4,small,med,unacceptable
high,vhigh,2,4,small,high,unacceptable
high,vhigh,2,4,med,low,unacceptable
high,vhigh,2,4,med,med,unacceptable
high,vhigh,2,4,med,high,unacceptable
high,vhigh,2,4,big,low,unacceptable
high,vhigh,2,4,big,med,unacceptable
high,vhigh,2,4,big,high,unacceptable
high,vhigh,2,5,small,low,unacceptable
high,vhigh,2,5,small,med,unacceptable
high,vhigh,2,5,small,high,unacceptable
high,vhigh,2,5,med,low,unacceptable
high,vhigh,2,5,med,med,unacceptable
high,vhigh,2,5,med,high,unacceptable
high,vhigh,2,5,big,low,unacceptable
high,vhigh,2,5,big,med,unacceptable
high,vhigh,2,5,big,high,unacceptable
high,vhigh,3,2,small,low,unacceptable
high,vhigh,3,2,small,med,unacceptable
high,vhigh,3,2,small,high,unacceptable
high,vhigh,3,2,med,low,unacceptable
high,vhigh,3,2,med,med,unacceptable
high,vhigh,3,2,med,high,unacceptable
high,vhigh,3,2,big,low,unacceptable
high,vhigh,3,2,big,med,unacceptable
high,vhigh,3,2,big,high,unacceptable
high,vhigh,3,4,small,low,unacceptable
high,vhigh,3,4,small,med,unacceptable
high,vhigh,3,4,small,high,unacceptable
high,vhigh,3,4,med,low,unacceptable
high,vhigh,3,4,med,med,unacceptable
high,vhigh,3,4,med,high,unacceptable
high,vhigh,3,4,big,low,unacceptable
high,vhigh,3,4,big,med,unacceptable
high,vhigh,3,4,big,high,unacceptable
high,vhigh,3,5,small,low,unacceptable
high,vhigh,3,5,small,med,unacceptable
high,vhigh,3,5,small,high,unacceptable
high,vhigh,3,5,med,low,unacceptable
high,vhigh,3,5,med,med,unacceptable
high,vhigh,3,5,med,high,unacceptable
high,vhigh,3,5,big,low,unacceptable
high,vhigh,3,5,big,med,unacceptable
high,vhigh,3,5,big,high,unacceptable
high,vhigh,4,2,small,low,unacceptable
high,vhigh,4,2,small,med,unacceptable
high,vhigh,4,2,small,high,unacceptable
high,vhigh,4,2,med,low,unacceptable
high,vhigh,4,2,med,med,unacceptable
high,vhigh,4,2,med,high,unacceptable
high,vhigh,4,2,big,low,unacceptable
high,vhigh,4,2,big,med,unacceptable
high,vhigh,4,2,big,high,unacceptable
high,vhigh,4,4,small,low,unacceptable
high,vhigh,4,4,small,med,unacceptable
high,vhigh,4,4,small,high,unacceptable
high,vhigh,4,4,med,low,unacceptable
high,vhigh,4,4,med,med,unacceptable
high,vhigh,4,4,med,high,unacceptable
high,vhigh,4,4,big,low,unacceptable
high,vhigh,4,4,big,med,unacceptable
high,vhigh,4,4,big,high,unacceptable
high,vhigh,4,5,small,low,unacceptable
high,vhigh,4,5,small,med,unacceptable
high,vhigh,4,5,small,high,unacceptable
high,vhigh,4,5,med,low,unacceptable
high,vhigh,4,5,med,med,unacceptable
high,vhigh,4,5,med,high,unacceptable
high,vhigh,4,5,big,low,unacceptable
high,vhigh,4,5,big,med,unacceptable
high,vhigh,4,5,big,high,unacceptable
high,vhigh,5,2,small,low,unacceptable
high,vhigh,5,2,small,med,unacceptable
high,vhigh,5,2,small,high,unacceptable
high,vhigh,5,2,med,low,unacceptable
high,vhigh,5,2,med,med,unacceptable
high,vhigh,5,2,med,high,unacceptable
high,vhigh,5,2,big,low,unacceptable
high,vhigh,5,2,big,med,unacceptable
high,vhigh,5,2,big,high,unacceptable
high,vhigh,5,4,small,low,unacceptable
high,vhigh,5,4,small,med,unacceptable
high,vhigh,5,4,small,high,unacceptable
high,vhigh,5,4,med,low,unacceptable
high,vhigh,5,4,med,med,unacceptable
high,vhigh,5,4,med,high,unacceptable
high,vhigh,5,4,big,low,unacceptable
high,vhigh,5,4,big,med,unacceptable
high,vhigh,5,4,big,high,unacceptable
high,vhigh,5,5,small,low,unacceptable
high,vhigh,5,5,small,med,unacceptable
high,vhigh,5,5,small,high,unacceptable
high,vhigh,5,5,med,low,unacceptable
high,vhigh,5,5,med,med,unacceptable
high,vhigh,5,5,med,high,unacceptable
high,vhigh,5,5,big,low,unacceptable
high,vhigh,5,5,big,med,unacceptable
high,vhigh,5,5,big,high,unacceptable
high,high,2,2,small,low,unacceptable
high,high,2,2,small,med,unacceptable
high,high,2,2,small,high,unacceptable
high,high,2,2,med,low,unacceptable
high,high,2,2,med,med,unacceptable
high,high,2,2,med,high,unacceptable
high,high,2,2,big,low,unacceptable
high,high,2,2,big,med,unacceptable
high,high,2,2,big,high,unacceptable
high,high,2,4,small,low,unacceptable
high,high,2,4,small,med,unacceptable
high,high,2,4,small,high,acceptable
high,high,2,4,med,low,unacceptable
high,high,2,4,med,med,unacceptable
high,high,2,4,med,high,acceptable
high,high,2,4,big,low,unacceptable
high,high,2,4,big,med,acceptable
high,high,2,4,big,high,acceptable
high,high,2,5,small,low,unacceptable
high,high,2,5,small,med,unacceptable
high,high,2,5,small,high,unacceptable
high,high,2,5,med,low,unacceptable
high,high,2,5,med,med,unacceptable
high,high,2,5,med,high,acceptable
high,high,2,5,big,low,unacceptable
high,high,2,5,big,med,acceptable
high,high,2,5,big,high,acceptable
high,high,3,2,small,low,unacceptable
high,high,3,2,small,med,unacceptable
high,high,3,2,small,high,unacceptable
high,high,3,2,med,low,unacceptable
high,high,3,2,med,med,unacceptable
high,high,3,2,med,high,unacceptable
high,high,3,2,big,low,unacceptable
high,high,3,2,big,med,unacceptable
high,high,3,2,big,high,unacceptable
high,high,3,4,small,low,unacceptable
high,high,3,4,small,med,unacceptable
high,high,3,4,small,high,acceptable
high,high,3,4,med,low,unacceptable
high,high,3,4,med,med,unacceptable
high,high,3,4,med,high,acceptable
high,high,3,4,big,low,unacceptable
high,high,3,4,big,med,acceptable
high,high,3,4,big,high,acceptable
high,high,3,5,small,low,unacceptable
high,high,3,5,small,med,unacceptable
high,high,3,5,small,high,acceptable
high,high,3,5,med,low,unacceptable
high,high,3,5,med,med,acceptable
high,high,3,5,med,high,acceptable
high,high,3,5,big,low,unacceptable
high,high,3,5,big,med,acceptable
high,high,3,5,big,high,acceptable
high,high,4,2,small,low,unacceptable
high,high,4,2,small,med,unacceptable
high,high,4,2,small,high,unacceptable
high,high,4,2,med,low,unacceptable
high,high,4,2,med,med,unacceptable
high,high,4,2,med,high,unacceptable
high,high,4,2,big,low,unacceptable
high,high,4,2,big,med,unacceptable
high,high,4,2,big,high,unacceptable
high,high,4,4,small,low,unacceptable
high,high,4,4,small,med,unacceptable
high,high,4,4,small,high,acceptable
high,high,4,4,med,low,unacceptable
high,high,4,4,med,med,acceptable
high,high,4,4,med,high,acceptable
high,high,4,4,big,low,unacceptable
high,high,4,4,big,med,acceptable
high,high,4,4,big,high,acceptable
high,high,4,5,small,low,unacceptable
high,high,4,5,small,med,unacceptable
high,high,4,5,small,high,acceptable
high,high,4,5,med,low,unacceptable
high,high,4,5,med,med,acceptable
high,high,4,5,med,high,acceptable
high,high,4,5,big,low,unacceptable
high,high,4,5,big,med,acceptable
high,high,4,5,big,high,acceptable
high,high,5,2,small,low,unacceptable
high,high,5,2,small,med,unacceptable
high,high,5,2,small,high,unacceptable
high,high,5,2,med,low,unacceptable
high,high,5,2,med,med,unacceptable
high,high,5,2,med,high,unacceptable
high,high,5,2,big,low,unacceptable
high,high,5,2,big,med,unacceptable
high,high,5,2,big,high,unacceptable
high,high,5,4,small,low,unacceptable
high,high,5,4,small,med,unacceptable
high,high,5,4,small,high,acceptable
high,high,5,4,med,low,unacceptable
high,high,5,4,med,med,acceptable
high,high,5,4,med,high,acceptable
high,high,5,4,big,low,unacceptable
high,high,5,4,big,med,acceptable
high,high,5,4,big,high,acceptable
high,high,5,5,small,low,unacceptable
high,high,5,5,small,med,unacceptable
high,high,5,5,small,high,acceptable
high,high,5,5,med,low,unacceptable
high,high,5,5,med,med,acceptable
high,high,5,5,med,high,acceptable
high,high,5,5,big,low,unacceptable
high,high,5,5,big,med,acceptable
high,high,5,5,big,high,acceptable
high,med,2,2,small,low,unacceptable
high,med,2,2,small,med,unacceptable
high,med,2,2,small,high,unacceptable
high,med,2,2,med,low,unacceptable
high,med,2,2,med,med,unacceptable
high,med,2,2,med,high,unacceptable
high,med,2,2,big,low,unacceptable
high,med,2,2,big,med,unacceptable
high,med,2,2,big,high,unacceptable
high,med,2,4,small,low,unacceptable
high,med,2,4,small,med,unacceptable
high,med,2,4,small,high,acceptable
high,med,2,4,med,low,unacceptable
high,med,2,4,med,med,unacceptable
high,med,2,4,med,high,acceptable
high,med,2,4,big,low,unacceptable
high,med,2,4,big,med,acceptable
high,med,2,4,big,high,acceptable
high,med,2,5,small,low,unacceptable
high,med,2,5,small,med,unacceptable
high,med,2,5,small,high,unacceptable
high,med,2,5,med,low,unacceptable
high,med,2,5,med,med,unacceptable
